properties{
  x = 0,
  y = 0,
  width = 320,
  height = 600,
  min_layer = 0,
  max_layer = 2,
tileset = "01 Max Mraz/01 oceanset_inside",
}

tile{
  layer = 0,
  x = 72,
  y = 368,
  width = 192,
  height = 64,
  pattern = "5",
}

tile{
  layer = 0,
  x = 136,
  y = 376,
  width = 8,
  height = 48,
  pattern = "98",
}

tile{
  layer = 0,
  x = 176,
  y = 376,
  width = 8,
  height = 48,
  pattern = "98",
}

tile{
  layer = 0,
  x = 80,
  y = 400,
  width = 160,
  height = 32,
  pattern = "cave_wall",
}

tile{
  layer = 0,
  x = 32,
  y = 160,
  width = 256,
  height = 192,
  pattern = "8",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 256,
  height = 32,
  pattern = "cave_wall",
}

tile{
  layer = 0,
  x = 0,
  y = 160,
  width = 32,
  height = 192,
  pattern = "cave_wall_6",
}

tile{
  layer = 0,
  x = 288,
  y = 160,
  width = 32,
  height = 192,
  pattern = "cave_wall_2",
}

tile{
  layer = 0,
  x = 32,
  y = 352,
  width = 256,
  height = 32,
  pattern = "cave_wall_4",
}

tile{
  layer = 0,
  x = 0,
  y = 128,
  width = 32,
  height = 32,
  pattern = "cave_wall_7",
}

tile{
  layer = 0,
  x = 288,
  y = 128,
  width = 32,
  height = 32,
  pattern = "cave_wall_1",
}

tile{
  layer = 0,
  x = 0,
  y = 352,
  width = 32,
  height = 32,
  pattern = "cave_wall_5",
}

tile{
  layer = 0,
  x = 288,
  y = 352,
  width = 32,
  height = 32,
  pattern = "cave_wall_3",
}

tile{
  layer = 0,
  x = 80,
  y = 432,
  width = 160,
  height = 128,
  pattern = "5",
}

tile{
  layer = 0,
  x = 48,
  y = 432,
  width = 32,
  height = 128,
  pattern = "cave_wall_6",
}

tile{
  layer = 0,
  x = 240,
  y = 432,
  width = 32,
  height = 128,
  pattern = "cave_wall_2",
}

tile{
  layer = 0,
  x = 80,
  y = 560,
  width = 160,
  height = 32,
  pattern = "cave_wall_4",
}

tile{
  layer = 0,
  x = 48,
  y = 400,
  width = 32,
  height = 32,
  pattern = "cave_wall_7",
}

tile{
  layer = 0,
  x = 240,
  y = 400,
  width = 32,
  height = 32,
  pattern = "cave_wall_1",
}

tile{
  layer = 0,
  x = 48,
  y = 560,
  width = 32,
  height = 32,
  pattern = "cave_wall_5",
}

tile{
  layer = 0,
  x = 240,
  y = 560,
  width = 32,
  height = 32,
  pattern = "cave_wall_3",
}

tile{
  layer = 0,
  x = 152,
  y = 352,
  width = 16,
  height = 32,
  pattern = "52_3",
}

tile{
  layer = 0,
  x = 144,
  y = 352,
  width = 8,
  height = 32,
  pattern = "50_4",
}

tile{
  layer = 0,
  x = 168,
  y = 352,
  width = 8,
  height = 32,
  pattern = "51_4",
}

tile{
  layer = 0,
  x = 152,
  y = 400,
  width = 16,
  height = 32,
  pattern = "52_4",
}

tile{
  layer = 0,
  x = 144,
  y = 400,
  width = 8,
  height = 32,
  pattern = "50_3",
}

tile{
  layer = 0,
  x = 168,
  y = 400,
  width = 8,
  height = 32,
  pattern = "51_3",
}

tile{
  layer = 0,
  x = 152,
  y = 128,
  width = 16,
  height = 32,
  pattern = "52_2",
}

tile{
  layer = 0,
  x = 144,
  y = 128,
  width = 8,
  height = 32,
  pattern = "50_2",
}

tile{
  layer = 0,
  x = 168,
  y = 128,
  width = 8,
  height = 32,
  pattern = "51_2",
}

tile{
  layer = 0,
  x = 144,
  y = 560,
  width = 8,
  height = 32,
  pattern = "50",
}

tile{
  layer = 0,
  x = 152,
  y = 560,
  width = 16,
  height = 32,
  pattern = "52",
}

tile{
  layer = 0,
  x = 168,
  y = 560,
  width = 8,
  height = 32,
  pattern = "51",
}

door{
  name = "porte_a_1",
  layer = 0,
  x = 152,
  y = 416,
  direction = 1,
  sprite = "doors/porte",
  cannot_open_dialog = "porte.indication.porte_fermee",
}

door{
  name = "porte_a_2",
  layer = 0,
  x = 152,
  y = 352,
  direction = 0,
  sprite = "doors/porte",
  opening_method = "interaction",
}

teletransporter{
  layer = 0,
  x = 144,
  y = 248,
  width = 16,
  height = 16,
  destination_map = "Portes/3",
  destination = "destination2",
  sprite = "teletransporters/teletransporter_blue",
}

switch{
  name = "switch1",
  layer = 0,
  x = 152,
  y = 472,
  subtype = "walkable",
  sprite = "switches/switch_1",
  needs_block = false,
  inactivate_when_leaving = false,
}

destination{
  name = "destination_1",
  layer = 0,
  x = 160,
  y = 557,
  direction = 1,
}

destination{
  name = "destination_2",
  layer = 0,
  x = 160,
  y = 173,
  direction = 3,
}

teletransporter{
  layer = 0,
  x = 152,
  y = 560,
  width = 16,
  height = 16,
  destination_map = "Portes/1",
  destination = "destination_2",
}

teletransporter{
  layer = 0,
  x = 152,
  y = 144,
  width = 16,
  height = 16,
  destination_map = "Portes/3",
  destination = "destination_1",
}

tile{
  layer = 1,
  x = -16,
  y = 384,
  width = 320,
  height = 16,
  pattern = "cave_ground",
}

tile{
  layer = 1,
  x = 144,
  y = 400,
  width = 32,
  height = 16,
  pattern = "53_3",
}

tile{
  layer = 1,
  x = 144,
  y = 368,
  width = 32,
  height = 16,
  pattern = "53_4",
}

