properties{
  x = 0,
  y = 0,
  width = 320,
  height = 440,
  min_layer = 0,
  max_layer = 2,
  tileset = "Max Mraz/01_oceanset_inside",
  music = "eduardo/cave",
}

tile{
  layer = 0,
  x = 432,
  y = 32,
  width = 256,
  height = 192,
  pattern = "3",
  tileset = "cos_unique_overworld_tiles",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 256,
  height = 32,
  pattern = "35_3",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 192,
  pattern = "41_3",
}

tile{
  layer = 0,
  x = 288,
  y = 32,
  width = 32,
  height = 192,
  pattern = "37_3",
}

tile{
  layer = 0,
  x = 32,
  y = 208,
  width = 256,
  height = 32,
  pattern = "39_3",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "34_3",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 32,
  height = 32,
  pattern = "36_3",
}

tile{
  layer = 0,
  x = 0,
  y = 208,
  width = 32,
  height = 32,
  pattern = "40_3",
}

tile{
  layer = 0,
  x = 288,
  y = 208,
  width = 32,
  height = 32,
  pattern = "38_3",
}

tile{
  layer = 0,
  x = 96,
  y = 288,
  width = 112,
  height = 112,
  pattern = "1",
  tileset = "cos_unique_overworld_tiles",
}

tile{
  layer = 0,
  x = 96,
  y = 256,
  width = 112,
  height = 32,
  pattern = "35_3",
}

tile{
  layer = 0,
  x = 64,
  y = 288,
  width = 32,
  height = 112,
  pattern = "41_3",
}

tile{
  layer = 0,
  x = 208,
  y = 288,
  width = 32,
  height = 112,
  pattern = "37_3",
}

tile{
  layer = 0,
  x = 96,
  y = 400,
  width = 112,
  height = 32,
  pattern = "39_3",
}

tile{
  layer = 0,
  x = 64,
  y = 256,
  width = 32,
  height = 32,
  pattern = "34_3",
}

tile{
  layer = 0,
  x = 208,
  y = 256,
  width = 32,
  height = 32,
  pattern = "36_3",
}

tile{
  layer = 0,
  x = 64,
  y = 400,
  width = 32,
  height = 32,
  pattern = "40_3",
}

tile{
  layer = 0,
  x = 208,
  y = 400,
  width = 32,
  height = 32,
  pattern = "38_3",
}

tile{
  layer = 0,
  x = 144,
  y = 208,
  width = 16,
  height = 32,
  pattern = "52",
}

tile{
  layer = 0,
  x = 160,
  y = 208,
  width = 8,
  height = 32,
  pattern = "51",
}

tile{
  layer = 0,
  x = 136,
  y = 208,
  width = 8,
  height = 32,
  pattern = "50",
}

tile{
  layer = 0,
  x = 136,
  y = 256,
  width = 8,
  height = 32,
  pattern = "50_2",
}

tile{
  layer = 0,
  x = 160,
  y = 256,
  width = 8,
  height = 32,
  pattern = "51_2",
}

tile{
  layer = 0,
  x = 144,
  y = 256,
  width = 16,
  height = 32,
  pattern = "52_2",
}

tile{
  layer = 0,
  x = 240,
  y = 256,
  width = 80,
  height = 192,
  pattern = "15",
}

tile{
  layer = 0,
  x = 0,
  y = 256,
  width = 64,
  height = 192,
  pattern = "15",
}

tile{
  layer = 0,
  x = 64,
  y = 432,
  width = 176,
  height = 16,
  pattern = "15",
}

tile{
  layer = 0,
  x = 144,
  y = 400,
  width = 16,
  height = 32,
  pattern = "52",
}

tile{
  layer = 0,
  x = 160,
  y = 400,
  width = 8,
  height = 32,
  pattern = "51",
}

tile{
  layer = 0,
  x = 136,
  y = 400,
  width = 8,
  height = 32,
  pattern = "50",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 256,
  height = 176,
  pattern = "1",
  tileset = "cos_unique_overworld_tiles",
}

tile{
  layer = 0,
  x = 144,
  y = 0,
  width = 16,
  height = 32,
  pattern = "52_5",
}

tile{
  layer = 0,
  x = 160,
  y = 0,
  width = 8,
  height = 32,
  pattern = "51_5",
}

tile{
  layer = 0,
  x = 136,
  y = 0,
  width = 8,
  height = 32,
  pattern = "50_8",
}

tile{
  layer = 0,
  x = 136,
  y = 0,
  width = 8,
  height = 32,
  pattern = "50_2",
}

tile{
  layer = 0,
  x = 160,
  y = 0,
  width = 8,
  height = 32,
  pattern = "51_2",
}

destination{
  name = "destination_cinematique_01",
  layer = 0,
  x = 152,
  y = 397,
  direction = 1,
}

enemy{
  name = "boss",
  layer = 0,
  x = 152,
  y = 101,
  enabled_at_start = false,
  direction = 0,
  breed = "normal_enemies/automatic_crow_knight",
}

sensor{
  name = "boss_sensor",
  layer = 0,
  x = 152,
  y = 205,
  width = 16,
  height = 16,
}

door{
  name = "boss_door_2",
  layer = 0,
  x = 144,
  y = 272,
  direction = 1,
  sprite = "doors/porte",
}

door{
  name = "boss_door_3",
  layer = 0,
  x = 144,
  y = 16,
  direction = 1,
  sprite = "doors/porte",
}

teletransporter{
  name = "teleporteur_cinematique_02",
  layer = 0,
  x = 144,
  y = 24,
  width = 16,
  height = 16,
  destination_map = "Cinematique/02",
  destination = "destination_01",
}

destination{
  name = "destination_cinematique_02",
  layer = 0,
  x = 152,
  y = 53,
  direction = 1,
}

door{
  name = "boss_door_4",
  layer = 0,
  x = 144,
  y = 208,
  direction = 3,
  sprite = "doors/porte",
}

teletransporter{
  layer = 0,
  x = 144,
  y = 400,
  width = 16,
  height = 16,
  destination_map = "01_Map_centrale/base",
  destination = "destination_sortie_tuto_cinematique",
}

tile{
  layer = 1,
  x = 0,
  y = 240,
  width = 320,
  height = 16,
  pattern = "15",
}

tile{
  layer = 1,
  x = 136,
  y = 224,
  width = 32,
  height = 16,
  pattern = "53",
}

tile{
  layer = 1,
  x = 136,
  y = 256,
  width = 32,
  height = 16,
  pattern = "53_2",
}

tile{
  layer = 1,
  x = 136,
  y = 416,
  width = 32,
  height = 16,
  pattern = "53",
}

tile{
  layer = 1,
  x = 136,
  y = 0,
  width = 32,
  height = 16,
  pattern = "53_2",
}

